term_id,prefLabel@en,altLabel@en,definition@en,prefLabel@es,altLabel@es,definition@es,prefLabel@de,altLabel@de,definition@de,prefLabel@nl,altLabel@nl,definition@nl,iate_id
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,umgebende Luft,,omgevingslucht,omgevingslucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Umgebungsluft,,omgevingslucht,omgevingslucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Raumluft,,omgevingslucht,omgevingslucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Aussenluft,,omgevingslucht,omgevingslucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Atmosphäre,,omgevingslucht,omgevingslucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Umgebungs-,,omgevingslucht,omgevingslucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Umgebungs-,,omgevingslucht,omgevende lucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Umgebungs-,,omgevingslucht,omringende lucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Umgebungs-,,omgevingslucht,ambiënte lucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Umgebungs-,,omgevingslucht,omgevingslucht,,803838
LT5277766,Ambient,ambient,"The portion of the atmosphere, external to buildings, to which the general public has access.",aire ambiente,aire ambiente,,Atmosphäre,Umgebungs-,,omgevingslucht,omgevende lucht,,803838
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,water-bearing stratum,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,water bearing stratum,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer, water-bearing strata,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer, water bearing strata,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,water-bearing formation,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,reservoir top,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer top,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer gas,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,saline aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,manto acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,capa acuífera,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,formación acuífera,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuifero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,techo del depósito,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,techo del acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasser(schicht),Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserspeicher,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserschicht,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserträger,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Wasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasser(schicht),Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserträger,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,obere Begrenzung des Aquifers,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Aquifergas,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,aquifer,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir, watervoerend pakket,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,waterlaag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,waterhoudende grondlaag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,waterhoudende aardlaag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,waterhoudende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,aquifer,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,watervoerende laag,,3510056
LT6613990,Aquifer,aquifer,porous rock deep under the ground which holds salty water and could also hold carbon dioxide,techo del depósito,acuífero,,Aquifergas,Grundwasserleiter,Das in Gesteinsporen gehaltene Wasser (Formationswasser) kann mit wachsender Tiefe größere Mengen Gas binden. Bei Druckentlastung löst sich dann ein Teil des Gases und tritt entweder als freies Gas in die Atmosphäre oder wird bei geeigneten geologisch-strukturellen Voraussetzungen in Lagerstätten gefangen. Der im Formationswasser verbleibende Teil wird als Aquifergas bezeichnet.,dak van het reservoir,dak van het reservoir,,3510056
LT6472810,Back to Top,go to top,link to a command that takes a webpage user to the top of the page being viewed,,,,,,,,,,3509624
LT6472810,Back to Top,back to top,link to a command that takes a webpage user to the top of the page being viewed,,,,,,,,,,3509624
LT6472810,Back to Top,top of the page,link to a command that takes a webpage user to the top of the page being viewed,,,,,,,,,,3509624
LT6472810,Back to Top,go to top,link to a command that takes a webpage user to the top of the page being viewed,,,,,,,,,,3509624
LT6472810,Back to Top,go to top,link to a command that takes a webpage user to the top of the page being viewed,,,,,,,,,,3509624
LT6472810,Back to Top,go to top,link to a command that takes a webpage user to the top of the page being viewed,,,,,,,,,,3509624
LT1475683,Baseload Plants,baseload plant,"a plant,usually housing high efficiency steam-electric units, which is normally operated to take all or part of the minimum load of a system,and which consequently produces electricity at an essentially constant rate and runs continuously",planta de carga base,planta de carga base,,Grundlastkraftwerk,Grundlastkraftwerk,,centrale voor basisproductie,centrale voor basisproductie,,1680954
